x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.06981312026677691,-0.47511842515644814,-0.08236275606020813,-0.26004049415458635,-0.912811359691358,-0.15746905504762826,-0.3608120784663992,-1.3003539539688598,-0.23407698018554468,-0.32868588792309816,-1.60893593236893,-0.30656389312579124,-0.8297202149456503,-0.8324910515415114,-0.0672150404413648,-0.9514223369099943,-0.7670129624575133,-0.15802317666066373,-0.7814083060953745,-0.701971040506618,-0.2503416884909135,-0.6647740805685917,-0.7083892268113298,-0.31415310330005886,-0.839058370440835,-0.5378982851074611,-0.08152598280071897,-0.9257049302661406,-0.45938741761518104,-0.1458384429716542,-0.7698349899264809,-0.4303049945983353,-0.21019596449629188,-0.6516603370038655,-0.4294352721113698,-0.2558169082245942,-0.792122085716339,-0.24080186709381574,-0.10422893914008788,-0.8742207543507948,-0.18347252923904403,-0.1640701475172509,-0.7364945832144404,-0.17116112425688784,-0.17062739474287975,-0.6238783188706839,-0.16522246062066512,-0.16860502878276093,-0.7157471312866428,0.02922215320619302,-0.1349393249663614,-0.8143885484502001,0.10330762195398548,-0.16112650907741438,-0.7016518810834733,0.1153541925211918,-0.12449166932634649,-0.5985500673336106,0.10476551712582977,-0.0860731883995184,A
0.0,0.0,0.0,-0.16040193154013416,-0.41958466600079514,0.04069542812104126,-0.3363328733405006,-0.8093995793910227,0.01635825780605097,-0.43180383613931145,-1.115921910635682,-0.03496036388866658,-0.4414084002717783,-1.3913666197461199,-0.08652257883150744,-0.5289845581958484,-0.9864472466548847,0.024128130719125025,-0.8177741139342334,-0.8104567068843682,-0.05051085944374622,-0.7310756097683042,-0.7580327007609929,-0.09684906020125733,-0.6363909776022713,-0.8215879308073322,-0.12377613268212741,-0.5268034537749586,-0.8489368274669007,-0.042241970375545376,-0.8376805157890972,-0.6524797102437605,-0.1065444021829819,-0.7229648472298639,-0.615628449773161,-0.11874799300420615,-0.617649115551974,-0.6795238188050333,-0.12312650347707953,-0.511929341361622,-0.6594640031638898,-0.11318656621386947,-0.8301532694983236,-0.4822540843919387,-0.16443513409208166,-0.6963723689138724,-0.4598355034607129,-0.11225643848248573,-0.5864206856263655,-0.5254215966571835,-0.07310033840415818,-0.4711459745106299,-0.4495230151504944,-0.1847685083818582,-0.7542012084442755,-0.31848112850217786,-0.21813420819470283,-0.6299643675891352,-0.30734219989866224,-0.16785002130139334,-0.5150558554078575,-0.37071546351903006,-0.12370684720922485,A
0.0,0.0,0.0,-0.1561580143314186,-0.4229855536448821,0.03859908754249685,-0.36859849560591806,-0.8485697457411743,0.00959920384087691,-0.4652900420948164,-1.1985865593656206,-0.03647640271952081,-0.45247775596989487,-1.4907099674004185,-0.0835807101153931,-0.56195880977352,-1.0191499253645382,-0.04726108917425862,-0.9273446985323122,-0.7847233894639871,-0.1196755806810844,-0.8561558841457032,-0.647342266220012,-0.15449213951390295,-0.7418398954432872,-0.6582268293147264,-0.17754868233853532,-0.5296865331251966,-0.8402917671944494,-0.11550724051348114,-0.9381813201776631,-0.5401573694580007,-0.18803557640817734,-0.8238022924423822,-0.4513306044936889,-0.19003017908459596,-0.6933054024050729,-0.49818555758486505,-0.1974459399349644,-0.49247178440437206,-0.6081693344320919,-0.18131700276082802,-0.8807824266651506,-0.3502742671536249,-0.25034047272076443,-0.7594100393301778,-0.2817603737455901,-0.20303209549351572,-0.6362730888147652,-0.33891214365447747,-0.17452353715321614,-0.4465232160630404,-0.35939135349915385,-0.24391943072721692,-0.7675214147186173,-0.18025402246923572,-0.30008576877966076,-0.6712377678541376,-0.126701304571128,-0.2679946796877199,-0.5603057568150804,-0.17257491473472553,-0.23854760456953203,A
0.0,0.0,0.0,-0.14161327601889398,-0.4352742091510079,0.04645272362495072,-0.3546843179979767,-0.8871338425506231,0.0071937922458794445,-0.4656285023529732,-1.2689588366217277,-0.04784131811250321,-0.42846594996252285,-1.5931082977716498,-0.10532765177530794,-0.5624679337353238,-1.038609516798106,-0.10180927781000455,-0.9593774167469179,-0.8303032168220791,-0.16660838809604625,-0.8838961700676192,-0.6720694729522116,-0.17599528473278503,-0.762409504014388,-0.692324972099458,-0.18281464353684998,-0.5424883287117898,-0.820034253410108,-0.18234647363087625,-0.9877927296111899,-0.5764574585917154,-0.24941796106907027,-0.8742333421847082,-0.451854287765356,-0.22384105006783617,-0.7296603666642899,-0.4871129034204791,-0.21328245722190356,-0.517072510626305,-0.5444065204718083,-0.25553191888567833,-0.9343595514340644,-0.3289436041414035,-0.30628283226708747,-0.8194720708738462,-0.22846290488947754,-0.22809981293927228,-0.6876808038469159,-0.28039425681944197,-0.18477513634019063,-0.4801074497237649,-0.2543004341220789,-0.32543861565533877,-0.8353334586600096,-0.12023430273816725,-0.36288608292731384,-0.7524538541659438,-0.05975854840419396,-0.310728024133314,-0.6407989974341515,-0.10239859403226341,-0.2713590426411385,A
0.0,0.0,0.0,-0.15268802420233463,-0.45334453233029526,0.026509329240399664,-0.38185406812775274,-0.9240007677403658,-0.028929051689873142,-0.4959716412871558,-1.3228627449700547,-0.09659453544559343,-0.4511584516824828,-1.6681459053940257,-0.16889624178408674,-0.5903871666739144,-1.0418757584929141,-0.14826471942266012,-1.0461535940352484,-0.7659420303023997,-0.25210398726351324,-0.9616442243113043,-0.6089446202195611,-0.2864908675309225,-0.8169153421193803,-0.6288014923320893,-0.30084560054682286,-0.5666561081908917,-0.7935300363113501,-0.22183538158206387,-1.069908396587203,-0.4995150369986971,-0.3059846058221083,-0.9415648735254978,-0.3900535781784452,-0.28227296136804947,-0.7921112468773733,-0.4341303763850156,-0.27263225951697373,-0.5359260788137121,-0.49606466599557336,-0.2905179063451652,-0.9995313015347069,-0.2514802645417736,-0.3636854173889696,-0.8624190612903837,-0.1767371881567992,-0.2915773024618094,-0.7168591366858484,-0.23091139562251106,-0.2481077466208729,-0.5000985556242253,-0.17965900968027773,-0.3558129168355684,-0.8851561214904552,-0.025152450006745465,-0.4139325428785701,-0.779190570243881,0.013434264097098253,-0.36728524592187606,-0.6485832291032033,-0.032508557718533324,-0.32767963072305945,A
0.0,0.0,0.0,-0.1496949394180798,-0.4713667546662484,0.01792350702277832,-0.3894712161225957,-0.990788946916336,-0.0507202274072583,-0.5088351891288184,-1.4045152555596605,-0.1293298333836619,-0.4460576471102287,-1.762898454105159,-0.21857514158466182,-0.5480978090150833,-1.0794529879598609,-0.2466461078712085,-1.0768843538356156,-0.8365875290943864,-0.35851449920384376,-1.0043252629047812,-0.6419163435895845,-0.3759852419648136,-0.8440536555349235,-0.6410006475726526,-0.3776322373496695,-0.511080332447985,-0.7944310617505489,-0.3281404911173758,-1.0870059298241252,-0.534518774326074,-0.4195955662136377,-0.977528924458959,-0.3911586047948803,-0.3785205882306556,-0.8081754591514196,-0.42510171294395743,-0.3598263982495464,-0.4648755792143935,-0.44895838468079546,-0.40035501180369,-1.0081265382436926,-0.2510932872975227,-0.48533008635010944,-0.8917518407600123,-0.1371749150962821,-0.4022073325557737,-0.7184834132491569,-0.1675010584290433,-0.350948982883365,-0.41826568733674174,-0.0872253854503318,-0.4674084287568741,-0.8787598436981106,0.012472482542137574,-0.5420771861601265,-0.8299402925832123,0.06083315213162068,-0.49744057958081317,-0.701036613630842,0.02792252741472745,-0.45900076837567677,A
0.0,0.0,0.0,-0.1280950524832361,-0.477916739971953,0.01879902680929573,-0.34498404730299204,-1.0163565360167879,-0.05294563296959089,-0.44204509898196925,-1.4443448540524093,-0.1322258198157752,-0.3820189453654903,-1.7985214283573423,-0.22575933779604124,-0.44921700162221273,-1.108183773077003,-0.2839538584257663,-0.98174517440945,-0.9137925001850379,-0.3695503387312783,-0.960382074497364,-0.6903922303297882,-0.35084970955720274,-0.8279503268810613,-0.6376946299584526,-0.3315894545191979,-0.42275686159800857,-0.8299743200729719,-0.36389457812835063,-1.0109239604154647,-0.6242193091068514,-0.4374810734489289,-0.9534843946364506,-0.4331870968201692,-0.37787227578545063,-0.8000351890879055,-0.41948269551409073,-0.3514730273673446,-0.39574052770565454,-0.4892016474191265,-0.42931220761755523,-0.9557401633470087,-0.33441029991376187,-0.5002563188502674,-0.8799573170587525,-0.18633471543781405,-0.4078199972875598,-0.7117081666188937,-0.18239790045101872,-0.35706330633300903,-0.3759631361747807,-0.1398515961602156,-0.4880905044127983,-0.8446230044877262,-0.0600652320469486,-0.5603410901124509,-0.8206136884434071,0.014120114954350347,-0.5145898491986051,-0.6962347925680212,-0.004843367197086771,-0.47951118873036036,A
0.0,0.0,0.0,-0.10422933875541794,-0.45956622557184335,-0.0010410730912962162,-0.3106410145503476,-1.0255325188285334,-0.08045941142627656,-0.3962662492455131,-1.4672916970525738,-0.16169007893979898,-0.3136808354432256,-1.8305437905691164,-0.2523998747203884,-0.37912085901800324,-1.1376533860302676,-0.31385680330391175,-0.9435730780175714,-1.003519746710562,-0.4223052483778608,-0.92844867677644,-0.7762738755431832,-0.41418373238538425,-0.7842661199422859,-0.716849795916472,-0.3983890448011841,-0.35985709881665234,-0.8488917449849288,-0.3871507119039103,-0.9822630112315548,-0.6968956978930414,-0.4820745802897449,-0.9137955061355981,-0.5119531948682615,-0.41951855135307875,-0.7430973070029309,-0.4977879296543291,-0.38880364577971266,-0.3487313209990655,-0.4985923232904917,-0.44991730221372417,-0.9285360528679304,-0.3983879541846782,-0.5472158743456201,-0.844954484923347,-0.25686403170686234,-0.45309810876567674,-0.6675646778679594,-0.24249066465670877,-0.3957888140250833,-0.3505238648607462,-0.14373767245992494,-0.5060729907616597,-0.8293615210541858,-0.12505452972149236,-0.5965566029409115,-0.7857768592340838,-0.05138314473387705,-0.5528952369183563,-0.6409633269606181,-0.04508206125060361,-0.5163681537782235,A
0.0,0.0,0.0,-0.11117972148827167,-0.47440767421916985,-0.017265691300674513,-0.3044740381391455,-1.047475919411818,-0.09645577411684474,-0.4134898772258854,-1.491626606106457,-0.17367268771796537,-0.3361320029564754,-1.859961314602531,-0.25643381689375555,-0.4232670599833097,-1.1376424895568582,-0.2873733430954848,-0.9758469547992431,-0.9703415714799983,-0.3945495721531232,-0.9207244216079857,-0.7665254311089925,-0.3927461552941263,-0.7622915004506448,-0.7326084092576336,-0.38198044657822006,-0.4019140949874295,-0.8477261487264535,-0.34615810985133705,-1.0130099678138724,-0.6727878015136314,-0.4434961849026076,-0.9158044963273775,-0.5066755609771514,-0.38865599195036066,-0.7501396435880239,-0.5022395517857196,-0.3618167036958811,-0.3855269669786792,-0.5070790477994287,-0.3974070732011735,-0.9559745585581976,-0.3927029331958078,-0.49547921192874966,-0.8527167847375439,-0.25717224578799125,-0.4011905580746431,-0.6842844949729697,-0.24631027329326508,-0.342313800344775,-0.3805698431621301,-0.1603997518549699,-0.4444278239108557,-0.8472857984901807,-0.11810401112439509,-0.5326485503700986,-0.7789353318695814,-0.056053837077560134,-0.48880115314201844,-0.6378469821190357,-0.06290842134903765,-0.4508260558731671,A
0.0,0.0,0.0,-0.11001411261909343,-0.45432980009714274,-0.009907395217526337,-0.30122932440189115,-1.0047424918268093,-0.08655331150110745,-0.38862825242908033,-1.4400274525343892,-0.1623275658675795,-0.3074685941985326,-1.7991388381395066,-0.2430333213966396,-0.3952202520288683,-1.1299795618062904,-0.29481256269747436,-0.9319677157382728,-0.972981389661515,-0.3977518808143172,-0.8982129513158496,-0.7587658174817378,-0.3900111803096101,-0.7558096975832364,-0.717576099904466,-0.3767593577223389,-0.3663301391629553,-0.8585912430001063,-0.3586409159373514,-0.9715014022270013,-0.6974457650642362,-0.4549193670121936,-0.8949082778322716,-0.5120949271944077,-0.3985229150754986,-0.733836365583943,-0.49423227876621034,-0.3706729214446837,-0.3454281677223995,-0.5271505145844498,-0.41360861942277655,-0.9066469843320695,-0.4130225059188221,-0.5113892641686012,-0.8261706196272893,-0.26775276035244144,-0.422348680880456,-0.6635351955830461,-0.24531233442439124,-0.366259261283795,-0.33516816366693997,-0.18966776236407556,-0.4633623949596414,-0.8017824698408806,-0.14625469053582263,-0.5530117824993239,-0.7964552218212274,-0.08536061236146525,-0.5192588652502779,-0.6992527824983886,-0.08631728754704852,-0.4893503173584766,A
